# File;RA;Decl;SN_UV;z_spec
abell370-v2_prism-clear_1208_2115891.spec.fits;39.98620976750089;-1.5591334343021117;9.086102470064972;6.220164
macs1423-v2_prism-clear_1208_4104986.spec.fits;215.95835453963969;24.068180689128912;13.566150066063837;6.22305
macs1423-v2_prism-clear_1208_4100274.spec.fits;215.94553841041042;24.07242306661276;32.97073517002286;6.224497
ceers-ddt-v2_prism-clear_2750_617.spec.fits;214.860024;52.898125;18.491232702273297;6.227387
macs1423-v2_prism-clear_1208_4108946.spec.fits;215.92786015482667;24.089792758512992;11.938131190232601;6.231725
jades-gds-wide-v2_prism-clear_1180_9319.spec.fits;53.169015;-27.800791;14.279916574775138;6.246928
uncover-v2_prism-clear_2561_25447.spec.fits;3.569435090915393;-30.37788728720045;17.027359797416953;6.247652
uncover-v2_prism-clear_2561_36755.spec.fits;3.600330212871877;-30.36068623407005;37.032246044306525;6.253453
jades-gds-wide-v2_prism-clear_1180_15265.spec.fits;53.0831133;-27.78635100000003;25.22805316964104;6.265068
jades-gds-wide-v2_prism-clear_1180_42988.spec.fits;53.09068110000001;-27.74421589999997;21.580345999604006;6.273064
pearls-transients-v2_prism-clear_4557_-184.spec.fits;265.0099251545804;69.01782364046176;195.95620314230928;6.27816
macs0416-v2_prism-clear_1208_3114581.spec.fits;64.06449684059906;-24.04526571042356;90.98168627977326;6.281797
ceers-v2_prism-clear_1345_390.spec.fits;214.811038;52.868521;13.687550762446987;6.289811
gds-udeep-v2_prism-clear_3215_30071751.spec.fits;53.16768650000001;-27.82277490000001;8.037939618262149;6.30514
jades-gds-wide-v2_prism-clear_1180_14160.spec.fits;53.155156;-27.76072399999998;45.75889843949529;6.313907
jades-gdn2-v2_prism-clear_1181_988.spec.fits;189.1621491;62.2638108;99.42297494076483;6.31903
jades-gdn2-v2_prism-clear_1181_988.spec.fits;189.1621491;62.2638108;99.42297494076483;6.31903
jades-gdn2-v2_prism-clear_1181_988.spec.fits;189.1621491;62.2638108;99.42297494076483;6.31903
